Pathways	Object ID	Sub-Pathways
tetrathionate reduction I (to thiosulfate)	PWY-5358	
anthocyanidin sambubioside biosynthesis	PWY-7678	
mupirocin biosynthesis	PWY-8012	
photosynthesis light reactions	PWY-101	
rhamnogalacturonan type I degradation I	PWY-6769	
salicylate biosynthesis II	PWY-981	
fluoroacetate degradation	PWY-6646	
L-tyrosine degradation IV (to 4-methylphenol)	PWY-7514	
glycerol-3-phosphate to hydrogen peroxide electron transport	PWY0-1591	
apigeninidin 5-<i>O</i>-glucoside biosynthesis	PWY-7253	
2-hydroxyphenazine biosynthesis	PWY-5776	
D-apionate degradation III (RLP transcarboxylase/hydrolase)	PWY-8092	
xyloglucan degradation III (cellobiohydrolase)	PWY-6812	
trehalose biosynthesis V	PWY-2661	
homophytochelatin biosynthesis	PWY-6841	
D-apionate degradation I (xylose isomerase family decarboxylase)	PWY-8091	
anthocyanin biosynthesis	PWY-5125	
dehydrophos biosynthesis	PWY-6682	
D-apionate degradation II (RLP decarboxylase)	PWY-8090	
fructan degradation	PWY-862	
4-hydroxy-2-nonenal detoxification	PWY-7112	
(3<i>R</i>)-linalool biosynthesis	PWY-7709	
L-tyrosine degradation I	TYRFUMCAT-PWY	
D-arginine degradation	PWY-6422	
delphinidin diglucoside biosynthesis (acyl-glucose dependent)	PWY-7260	
D-cycloserine biosynthesis	PWY-7274	
D-serine degradation	PWY0-1535	
ajugose biosynthesis II (galactinol-independent)	PWY-5343	
trehalose biosynthesis II	PWY-881	
cyanate degradation	CYANCAT-PWY	
proanthocyanidins biosynthesis from flavanols	PWY-641	
rose anthocyanin biosynthesis I (via cyanidin 5-<i>O</i>-&beta;-<i>D</i>-glucoside)	PWY-5160	
griseofulvin biosynthesis	PWY-7653	
xyloglucan degradation II (exoglucanase)	PWY-6807	
farnesylcysteine salvage pathway	PWY-6577	
(3<i>S</i>)-linalool biosynthesis	PWY-7141	
L-tyrosine degradation II	PWY-5151	
anthocyanin biosynthesis (pelargonidin 3-<i>O</i>-glucoside)	PWY-7267	
echinomycin and triostin A biosynthesis	PWY-7735	
plant arabinogalactan type II degradation	PWY-8006	
detoxification of reactive carbonyls in chloroplasts	PWY-6786	
anthocyanidin sophoroside metabolism	PWY-5286	
spectinabilin biosynthesis	PWY-8034	
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II	PWY-7187	
ajugose biosynthesis I (galactinol-dependent)	PWY-5342	
furfural degradation	PWY-6997	
superpathway of linalool biosynthesis	PWY2OL-4	"(3<i>R</i>)-linalool biosynthesis"" // ""(3<i>S</i>)-linalool biosynthesis"
L-tyrosine degradation III	PWY3O-4108	
anthocyanidin modification (<i>Arabidopsis</i>)	PWY-7450	
puromycin biosynthesis	PWY-5929	
superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>)	PWY0-166	"pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I"" // ""pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II"
(1,3)-&beta;-D-xylan degradation	PWY-6789	
mycothiol-mediated detoxification	PWY1G-1	
superpathway of anthocyanin biosynthesis (from delphinidin 3-<i>O</i>-glucoside)	PWY-5310	"gentiodelphin biosynthesis"" // ""ternatin C5 biosynthesis"
candicidin biosynthesis	PWY-6722	
lotaustralin degradation	PWY-6002	
superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis	PWY-7211	"UTP and CTP <i>de novo</i> biosynthesis"" // ""UMP biosynthesis I"" // ""superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis"" // ""pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I"
glucuronoarabinoxylan degradation	PWY-6813	
guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I	PWY-7226	
glutathione-mediated detoxification I	PWY-4061	
<i>N</i>-acetylglucosamine degradation II	PWY-6517	<i>N</i>-acetylglucosamine degradation I
linustatin bioactivation	PWY-7091	
cyanidin 3,7-diglucoside polyacylation biosynthesis	PWY-7464	
aclacinomycin biosynthesis	PWY-7354	
dhurrin degradation	PWY-5976	
phytochelatins biosynthesis	PWY-6745	
taxiphyllin bioactivation	PWY-7089	
echinocandin B degradation	PWY-7652	
aureobasidin A biosynthesis	PWY-7665	
vicianin bioactivation	PWY-7093	
L-proline biosynthesis IV	PWY-4281	
glycosaminoglycan-protein linkage region biosynthesis	PWY-6557	
guanosine deoxyribonucleotides <i>de novo</i> biosynthesis II	PWY-7222	
glutathione-mediated detoxification II	PWY-6842	
<i>N</i>-acetylglucosamine degradation I	GLUAMCAT-PWY	
linamarin degradation	PWY-3121	
tetracycline resistance	PWY-7808	
indolmycin biosynthesis	PWY-7770	
amygdalin and prunasin degradation	PWY-6011	
L-proline biosynthesis III (from L-ornithine)	PWY-3341	
xanthan biosynthesis	PWY-6655	
8-oxo-(d)GTP detoxification I	PWY-6502	
neolinustatin bioactivation	PWY-7092	
naphthomycin biosynthesis	PWY-8038	
L-proline biosynthesis I (from L-glutamate)	PROSYN-PWY	
chondroitin biosynthesis	PWY-6566	
8-oxo-(d)GTP detoxification II	PWY-8061	
isopenicillin N biosynthesis	PWY-5629	
N-glucosylnicotinate metabolism	PWY-5388	
L-proline biosynthesis II (from arginine)	PWY-4981	
lotaustralin biosynthesis	PWY-5990	
rifamycin B biosynthesis	PWY-5984	
prunasin and amygdalin biosynthesis	PWY-7824	
superpathway of pterocarpan biosynthesis (via formononetin)	PWY-2229	"(-)-maackiain biosynthesis"" // ""(-)-medicarpin biosynthesis"" // ""formononetin biosynthesis"
linamarin biosynthesis	PWY-3022	
lincomycin biosynthesis	PWY-6955	
3,4-dihydroxymandelonitrile &beta;-<i>D</i>-glucose biosynthesis	PWY-7095	
dhurrin biosynthesis	PWY-861	
polymyxin A biosynthesis	PWY-7441	
taxiphyllin biosynthesis	PWY-7088	
acetan biosynthesis	PWY-6658	
dalcochinin biosynthesis	PWY-5821	
leucine-derived hydroxynitrile glucoside biosynthesis	PWY-8081	
saframycin A biosynthesis	PWY-7671	
fructan biosynthesis	PWY-822	
UDP-&alpha;-D-glucuronate biosynthesis (from <i>myo</i>-inositol)	PWY-4841	
chlorotetracycline biosynthesis	PWY-7810	
D-<i>myo</i>-inositol (1,4,5)-trisphosphate degradation	PWY-6363	
homogalacturonan biosynthesis	PWY-1061	
coumestrol biosynthesis	PWY-6332	
actinorhodin biosynthesis	PWY1A0-6325	
carrageenan biosynthesis	PWY-6403	
cephalosporin C biosynthesis	PWY-5632	
conversion of succinate to propanoate	PWY0-43	
chitin biosynthesis	PWY-6981	"UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II"" // ""trehalose degradation II (cytosolic)"
vestitol and sativan biosynthesis	PWY-5729	
lacinilene C biosynthesis	PWY-5828	
phosphinothricin tripeptide biosynthesis	PWY-6322	
sulfoacetaldehyde degradation II	PWY-5982	
cellulose biosynthesis	PWY-1001	
heliocides biosynthesis	PWY-5827	
neomycin biosynthesis	PWY-7016	
sulfoacetaldehyde degradation I	PWY-1281	
phosphatidylethanolamine biosynthesis III	PWY-6273	
xylogalacturonan biosynthesis	PWY-5980	
calycosin 7-<i>O</i>-glucoside biosynthesis	PWY-7633	
L-tryptophan degradation IV (via indole-3-lactate)	TRPKYNCAT-PWY	
2-methylisoborneol biosynthesis	PWY-7087	
rhizocticin A and B biosynthesis	PWY-7510	
sulfoacetaldehyde degradation IV	PWY-8062	
phosphatidylethanolamine biosynthesis II	PWY4FS-6	
1,3-&beta;-D-glucan biosynthesis	PWY-6773	
superpathway of oleoresin turpentine biosynthesis	PWY-5424	"oleoresin sesquiterpene volatiles biosynthesis"" // ""oleoresin monoterpene volatiles biosynthesis"
zwittermicin A biosynthesis	PWY-7694	
sulfoacetaldehyde degradation III	PWY-6718	
phospholipid remodeling (phosphatidylethanolamine, yeast)	PWY-7409	
xyloglucan biosynthesis	PWY-5936	
superpathway of pterocarpan biosynthesis (via daidzein)	PWY-2055	"phaseollin biosynthesis"" // ""(-)-glycinol biosynthesis"" // ""glyceollin biosynthesis"
pectin degradation II	PWY-7248	
L-tryptophan degradation V (side chain pathway)	PWY-3162	
(<i>E,E</i>)-4,8,12-trimethyltrideca-1,3,7,11-tetraene biosynthesis	PWY-6668	
tunicamycin biosynthesis	PWY-7821	
alginate biosynthesis II (bacterial)	PWY-6082	
NAD phosphorylation and dephosphorylation	NADPHOS-DEPHOS-PWY	
clavulanate biosynthesis	PWY-5679	
alginate biosynthesis I (algal)	PWY-6073	
superpathway of isoflavonoids (via naringenin)	PWY-3097	"kievitone biosynthesis"" // ""wighteone and luteone biosynthesis"" // ""isoflavonoid biosynthesis II"
L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	PWY-5651	
staurosporine biosynthesis	PWY-6346	
NAD phosphorylation and transhydrogenation	NADPHOS-DEPHOS-PWY-1	
superpathway of butirocin biosynthesis	PWY-7020	"ribostamycin biosynthesis"" // ""paromamine biosynthesis II"" // ""butirosin biosynthesis"
6,7,4'-trihydroxyisoflavone biosynthesis	PWY-5061	
L-tryptophan degradation I (via anthranilate)	TRPCAT-PWY	
lycopadiene biosynthesis	PWY-7943	
arginomycin biosynthesis	PWY-7569	
brassinosteroid biosynthesis I	PWY-699	
NAD/NADH phosphorylation and dephosphorylation	PWY-5083	
penicillin G and penicillin V biosynthesis	PWY-7716	
brassinosteroid biosynthesis II	PWY-2582	
dalpatein and dalnigrein biosynthesis	PWY-5825	
L-tryptophan degradation VIII (to tryptophol)	PWY-5081	
3-[(<i>E</i>)-2-isocyanoethenyl]-1<i>H</i>-indole biosynthesis	PWY-7956	
pyridine nucleotide cycling (plants)	PWY-5381	
superpathway of (<i>R,R</i>)-butanediol biosynthesis	P125-PWY	"(<i>R,R</i>)-butanediol biosynthesis"" // ""pyruvate fermentation to (<i>R</i>)-acetoin II"" // ""pyruvate fermentation to (<i>R</i>)-acetoin I"
phenazine-1-carboxylate biosynthesis	PWY-5770	
alkane biosynthesis I	PWY-7032	
genistin gentiobioside biosynthesis	PWY-7145	
L-tryptophan degradation X (mammalian, via tryptamine)	PWY-6307	
superpathway of carotenoid biosynthesis in plants	CAROTENOID-PWY	"neoxanthin biosynthesis"" // ""violaxanthin, antheraxanthin and zeaxanthin interconversion"" // ""<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)"" // ""zeaxanthin biosynthesis"" // ""lutein biosynthesis"" // ""&delta;-carotene biosynthesis"" // ""&beta;-carotene biosynthesis"
jadomycin biosynthesis	PWY-6679	
<i>meso</i>-butanediol biosynthesis I	PWY-6391	
heptadecane biosynthesis	PWY-6622	
capsanthin and capsorubin biosynthesis	PWY-5174	
superpathway of NAD/NADP - NADH/NADPH interconversion (yeast)	PWY-7245	"NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)"" // ""NAD/NADP-NADH/NADPH cytosolic interconversion (yeast)"
mithramycin biosynthesis	PWY-7045	
(<i>S,S</i>)-butanediol biosynthesis	PWY-6390	
alkane biosynthesis II	PWY-7033	
L-tryptophan degradation II (via pyruvate)	TRYPDEG-PWY	
lactucaxanthin biosynthesis	PWY-5175	
superpathway of 2,3-butanediol biosynthesis	PWY-6396	"pyruvate fermentation to (<i>S</i>)-acetoin"" // ""<i>meso</i>-butanediol biosynthesis II"" // ""<i>meso</i>-butanediol biosynthesis I"" // ""(<i>S,S</i>)-butanediol biosynthesis"
bacilysin biosynthesis	PWY-7626	
astaxanthin biosynthesis (bacteria, fungi, algae)	PWY-5288	
quinoxaline-2-carboxylate biosynthesis	PWY-7734	
(<i>R,R</i>)-butanediol biosynthesis	PWY-5951	
NAD/NADP-NADH/NADPH cytosolic interconversion (yeast)	PWY-7268	
thiamine salvage IV (yeast)	PWY-7356	
canthaxanthin biosynthesis	PWY-5291	
aureothin biosynthesis	PWY-8033	
<i>meso</i>-butanediol biosynthesis II	PWY-6392	
&beta;-carotene biosynthesis	PWY-5943	
albaflavenone biosynthesis	PWY-5887	
apicidin F biosynthesis	PWY-7668	
NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	PWY-7269	
apicidin biosynthesis	PWY-7667	
hydroxymethylpyrimidine salvage	PWY-6910	
zeaxanthin biosynthesis	PWY-5944	
sangivamycin biosynthesis	PWY-6721	
acetoin degradation	PWY-6028	
&delta;-carotene biosynthesis	PWY-5946	
superpathway of NAD biosynthesis in eukaryotes	PWY-3502	"NAD salvage pathway IV (from nicotinamide riboside)"" // ""NAD <i>de novo</i> biosynthesis II (from tryptophan)"" // ""NAD salvage pathway V (PNC V cycle)"
daunorubicin biosynthesis	PWY-7352	
&beta;-1,4-D-mannosyl-<i>N</i>-acetyl-D-glucosamine degradation	PWY-7586	
L-cysteine degradation I	CYSTEINE-DEG-PWY	
thiamine salvage I	PWY-6896	
lutein biosynthesis	PWY-5947	
viridicatumtoxin biosynthesis	PWY-7659	
L-cysteine degradation III	PWY-5329	
methyl <i>tert</i>-butyl ether degradation	PWY-7779	
L-cysteine degradation II	LCYSDEG-PWY	
ceramide phosphoethanolamine biosynthesis	PWY-7404	
myxol-2' fucoside biosynthesis	PWY-6279	
phosalacine biosynthesis	PWY-7769	
NAD salvage pathway IV (from nicotinamide riboside)	PWY3O-4106	
butane degradation	PWY-7780	
L-cysteine biosynthesis III (from L-homocysteine)	HOMOCYSDEGR-PWY	
base-degraded thiamine salvage	PWY-6899	
globo-series glycosphingolipids biosynthesis	PWY-7838	
synechoxanthin biosynthesis	PWY-6280	
chaxamycin biosynthesis	PWY-8036	
L-cysteine biosynthesis VIII (Thermococcus kodakarensis)	PWY-8009	
ethene and chloroethene degradation	PWY-7776	
L-cysteine biosynthesis VI (from L-methionine)	PWY-I9	S-adenosyl-L-methionine biosynthesis
neolacto-series glycosphingolipids biosynthesis	PWY-7841	
spheroidene and spheroidenone biosynthesis	PWY-6286	
streptomycin biosynthesis	PWY-5940	
L-cysteine biosynthesis I	CYSTSYN-PWY	
NAD <i>de novo</i> biosynthesis I (from aspartate)	PYRIDNUCSYN-PWY	
pyrimidine deoxyribonucleosides degradation	PWY-7181	
propene degradation	PWY-5534	
superpathway of L-cysteine biosynthesis (fungi)	PWY-6293	"homocysteine and cysteine interconversion"" // ""L-homocysteine biosynthesis"
thiamine salvage III	PWY-6898	
sphingolipid biosynthesis (yeast)	SPHINGOLIPID-SYN-PWY	
neurosporene biosynthesis	PWY-6287	
neopentalenoketolactone and pentalenate biosynthesis	PWY-6919	
L-cysteine biosynthesis VII (from <i>S</i>-sulfo-L-cysteine)	PWY-7870	
phenylacetate degradation II (anaerobic)	PWY-1341	
2-methylpropene degradation	PWY-7778	
L-cysteine biosynthesis IX (Trichomonas vaginalis)	PWY-8010	
citrate lyase activation	P2-PWY	
ganglio-series glycosphingolipids biosynthesis	PWY-7836	
zeaxanthin-&beta;-D-diglucoside biosynthesis	PWY-6288	
NAD <i>de novo</i> biosynthesis II (from tryptophan)	NADSYN-PWY	"NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde"" // ""L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde"
FR-900098 and FR-33289 antibiotics biosynthesis	PWY-7419	
superpathway of L-cysteine biosynthesis (mammalian)	PWY-6292	"L-cysteine biosynthesis III (from L-homocysteine)"" // ""L-methionine degradation I (to L-homocysteine)"
phenylacetate degradation I (aerobic)	PWY0-321	
isoprene degradation	PWY-7777	
L-cysteine biosynthesis V (mycobacteria)	PWY-7289	
coenzyme B biosynthesis	P241-PWY	
gala-series glycosphingolipids biosynthesis	PWY-7840	
spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis	PWY-6581	
fusaridione A biosynthesis	PWY-7670	
chondroitin sulfate degradation I (bacterial)	PWY-6572	
factor 430 biosynthesis	PWY-5196	
3-hydroxy-4-methyl-anthranilate biosynthesis II	PWY-7765	
ceramide <i>de novo</i> biosynthesis	PWY3DJ-12	
neoxanthin biosynthesis	PWY-6809	
superpathway of tetracycline and oxytetracycline biosynthesis	PWY-7809	"6-methylpretetramide biosynthesis"" // ""tetracycline and oxytetracycline biosynthesis"
cytokinins 7-<i>N</i>-glucoside biosynthesis	PWY-2881	
NAD salvage pathway II (PNC IV cycle)	PWY-7761	
hentriaconta-3,6,9,12,15,19,22,25,28-nonaene biosynthesis	PWY-7027	
lupinate biosynthesis	PWY-5967	
3-hydroxy-4-methyl-anthranilate biosynthesis I	PWY-7717	
factor 420 biosynthesis	PWY-5198	
sphingolipid biosynthesis (plants)	PWY-5129	
nostoxanthin biosynthesis	PWY-7175	
ansatrienin biosynthesis	PWY-8040	
<i>cis</i>-zeatin biosynthesis	PWY-2781	
heparin degradation	PWY-7644	
terminal olefins biosynthesis I	PWY-7026	
cytokinin-<i>O</i>-glucosides biosynthesis	PWY-2902	
factor 420 polyglutamylation	PWY-5199	
lacto-series glycosphingolipids biosynthesis	PWY-7839	
ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic)	PWY3O-19	
&beta;-carotene biosynthesis (engineered)	PWY-7393	"<i>trans</i>-lycopene biosynthesis I"" // ""&beta;-carotene biosynthesis"
deacetylcephalosporin C biosynthesis	PWY-5631	
<i>trans</i>-zeatin biosynthesis	PWY-2681	
NAD salvage pathway I (PNC VI cycle)	PYRIDNUCSAL-PWY	
<i>cis</i>-alkene biosynthesis	PWY-7869	
virginiae butanolide type &gamma;-butyrolactones biosynthesis	PWY-7881	
glycerol-3-phosphate shuttle	PWY-6118	
cytokinins 9-<i>N</i>-glucoside biosynthesis	PWY-2901	
methanofuran biosynthesis	PWY-5254	
acylceramide biosynthesis	PWY-8042	
okenone biosynthesis	PWY-7591	
gramicidin S biosynthesis	PWY-6003	
cytokinins degradation	PWY-2841	
heparan sulfate degradation	PWY-7651	
(9<i>Z</i>)-tricosene biosynthesis	PWY-7035	
sulfur disproportionation II (aerobic)	PWY-5302	
malonate decarboxylase activation	PWY-5796	
ubiquinol-9 biosynthesis (prokaryotic)	PWY-5856	
astaxanthin dirhamnoside biosynthesis	PWY-7623	
ribostamycin biosynthesis	PWY-7015	
theobromine biosynthesis II (via xanthine)	PWY-5040	
NAD biosynthesis III (from nicotinamide)	NAD-BIOSYNTHESIS-III	
terminal olefins biosynthesis II	PWY-7029	
A-factor &gamma;-butyrolactone biosynthesis	PWY-7878	
ketolysis	PWY66-368	
theobromine biosynthesis I	PWY-5039	
phycoerythrobilin biosynthesis I	PWY-5915	
astaxanthin biosynthesis (flowering plants)	PWY-7636	
tetracenomycin C biosynthesis	PWY-7485	
caffeine biosynthesis II (via paraxanthine)	PWY-5038	
dermatan sulfate degradation I (bacterial)	PWY-7646	
sulfur disproportionation I (anaerobic)	P203-PWY	
caffeine biosynthesis I	PWY-5037	
phycocyanobilin biosynthesis	PWY-5917	
ubiquinol-9 biosynthesis (eukaryotic)	PWY-5871	
2,2'-dihydroxyketocarotenoids biosynthesis	PWY-7637	
guadinomine B biosynthesis	PWY-7693	
6-methoxymellein biosynthesis	PWY-4922	
NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	PWY-5653	
IM-2 type &gamma;-butyrolactones biosynthesis	PWY-7882	
ketogenesis	PWY66-367	
esculetin biosynthesis	PWY-5349	
thio-molybdenum cofactor biosynthesis	PWY-5963	
echinenone and zeaxanthin biosynthesis (<i>Synechocystis</i>)	PWY-7638	
tetracycline and oxytetracycline biosynthesis	PWY-7812	
umbelliferone biosynthesis	PWY-6982	
hyaluronan degradation	PWY-7645	
malate/L-aspartate shuttle pathway	MALATE-ASPARTATE-SHUTTLE-PWY	
3-amino-4,7-dihydroxy-coumarin biosynthesis	PWY-7304	
guanylyl molybdenum cofactor biosynthesis	PWY-5964	
hydrogen oxidation I (aerobic)	P283-PWY	
ubiquinol-8 biosynthesis (prokaryotic)	PWY-6708	
chlorobactene biosynthesis	PWY-7939	
superpathway of penicillin, cephalosporin and cephamycin biosynthesis	PWY-5634	"cephamycin C biosynthesis"" // ""cephalosporin C biosynthesis"" // ""deacetylcephalosporin C biosynthesis"" // ""penicillin K biosynthesis"" // ""isopenicillin N biosynthesis"
coumarin metabolism (to melilotic acid)	PWY-5319	
NAD salvage pathway V (PNC V cycle)	PWY3O-4107	
scopoletin biosynthesis	PWY-6792	
tetrahydromethanopterin biosynthesis	PWY-6148	
guaiacol biosynthesis	PWY18C3-23	
lauryl-hydroxychlorobactene glucoside biosynthesis	PWY-7940	
K-252 biosynthesis	PWY-6345	
superpathway of scopolin and esculin biosynthesis	PWY-7186	phenylpropanoid biosynthesis, initial reactions
coumarin biosynthesis (via 2-coumarate)	PWY-5176	
pyrroloquinoline quinone biosynthesis	PWY-6420	
hydrogen oxidation III (anaerobic, NADP)	PWY-6512	
ubiquinol-7 biosynthesis (prokaryotic)	PWY-5855	
flexixanthin biosynthesis	PWY-7947	
butirosin biosynthesis	PWY-7019	
linear furanocoumarin biosynthesis	PWY-5365	
NAD salvage pathway III (to nicotinamide riboside)	NAD-BIOSYNTHESIS-II	
daphnetin modification	PWY-7055	
cytidylyl molybdenum cofactor biosynthesis	PWY-6476	
methylsalicylate biosynthesis	PWY18C3-22	
diadinoxanthin and fucoxanthin biosynthesis	PWY-7950	
bacimethrin and bacimethrin pyrophosphate biosynthesis	PWY-7564	
esculetin modification	PWY-7058	
coumarins biosynthesis (engineered)	PWY-7398	
3-amino-3-phenylpropanoyl-CoA biosynthesis	PWY-7064	
hydrogen oxidation II (aerobic, NAD)	PWY-5382	
ubiquinol-8 biosynthesis (eukaryotic)	PWY-5870	
crocetin biosynthesis	PWY-5397	
methylglyoxal degradation IV	PWY-5459	L-lactaldehyde degradation (aerobic)
